Total Kasus,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
18-May,49,52,153,294,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May,98,42,98,290,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-May,81,177,138,474,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May,65,140,533,375,"1,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-May,99,55,153,382,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-May,115,43,525,309,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-May,119,67,90,317,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-May,75,22,225,179,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May,89,35,61,265,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May,97,37,212,377,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May,105,39,181,401,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-May,125,46,117,436,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-May,101,33,218,238,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-May,118,33,284,298,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jun,137,40,80,250,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Jun,60,32,228,321,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun,82,76,206,396,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Jun,94,19,114,377,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jun,76,36,200,427,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Jun,104,46,317,572,"1,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jun,163,38,166,343,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Jun,89,31,395,363,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun,232,40,254,557,"1,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun,157,85,413,671,"1,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun,128,68,318,533,"1,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun,93,54,372,646,"1,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun,121,89,248,645,"1,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun,117,26,314,426,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun,142,22,389,486,"1,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun,101,74,302,703,"1,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun,127,73,343,561,"1,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun,173,67,429,729,"1,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun,141,49,221,679,"1,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun,180,33,500,546,"1,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanggal,Jakarta,Jabar-Banten,Jateng-Jatim,Luar Jawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar,11,1,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar,15,6,1,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar,27.33333333,9,3,15,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar,29,18,5,32,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar,34,18,9,32,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar,30,16,12,27,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar,43,10,10,17,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar,51,8,10,17,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar,51,11,15,26,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar,54,10,18,33,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar,58,19,19,43,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar,58,24,16,47,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar,56,34,20,54,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar,37,37,21,65,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar,38,37,20,67,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Apr,42,36,22,66,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Apr,61,28,16,49,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Apr,72,21,30,51,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Apr,70,19,25,44,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr,75,15,37,49,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Apr,84,19,23,62,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr,111,39,21,84,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Apr,112,49,12,104,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Apr,157,48,16,94,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr,128,31,24,106,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr,160,41,25,111,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr,113,45,73,130,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr,151,54,86,111,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr,129,33,121,83,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Apr,143,32,75,80,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr,155,20,59,106,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr,163,42,25,173,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Apr,153,38,33,185,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr,124,49,43,186,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr,99,44,40,140,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr,117,40,58,121,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr,120,23,62,98,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr,138,12,89,111,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr,112,42,73,174,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr,101,58,93,203,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr,95,53,79,195,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr,90,37,68,138,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr,106,27,54,142,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr,98,39,54,145,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr,102,28,77,162,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-May,105,24,84,158,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-May,101,24,80,176,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-May,96,23,76,185,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-May,75,87,50,220,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-May,98,94,74,237,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-May,103,105,75,237,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-May,105,59,90,201,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-May,89,50,73,185,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-May,95,51,96,211,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-May,112,31,108,199,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-May,107,42,105,172,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May,106,48,101,157,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May,123,54,114,228,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May,139,40,146,292,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-May,134,37,130,318,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-May,109,36,154,266,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-May,108,47,131,263,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-May,96,44,148,261,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-May,93,50,107,291,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-May,76,90,130,353,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-May,81,120,256,380,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-May,82,124,275,410,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-May,93,79,404,355,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-May,111,55,256,336,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-May,103,44,280,268,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-May,94,41,125,254,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-May,87,31,166,274,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-May,97,37,151,348,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-May,109,41,170,405,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-May,110,39,172,358,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-May,115,37,206,324,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jun,119,35,194,262,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Jun,105,35,197,290,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun,93,49,171,322,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Jun,79,42,183,365,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jun,84,44,173,400,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Jun,91,34,210,459,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jun,114,40,228,447,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Jun,119,38,293,426,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun,161,36,272,421,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun,159,52,354,530,"1,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jun,172,64,328,587,"1,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun,126,69,368,617,"1,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jun,114,70,313,608,"1,105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun,110,56,311,572,"1,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jun,127,46,317,519,"1,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun,120,41,335,538,"1,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun,123,56,345,583,"1,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun,134,71,358,664,"1,227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun,147,63,331,656,"1,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jun,165,50,383,651,"1,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
